employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
45742,Operations,2,Bachelor's,f,sourcing,1,33,4,2,0,0,56,0
45743,Procurement,16,Bachelor's,f,other,1,56,3,16,0,0,64,0
45744,Operations,2,Bachelor's,m,other,1,25,3,2,1,0,54,0
45745,Sales & Marketing,34,Bachelor's,m,other,1,28,4,4,1,1,97,1
45746,Operations,27,Bachelor's,m,sourcing,2,34,3,3,0,0,59,0
45747,Finance,2,Master's & above,m,other,1,32,4,3,1,0,60,0
45748,Sales & Marketing,13,Bachelor's,m,sourcing,1,39,1,3,0,0,46,0
45749,Analytics,2,Bachelor's,f,other,3,32,3,7,0,0,82,0
45750,Sales & Marketing,15,Bachelor's,f,sourcing,1,39,5,3,0,0,46,0
45751,Procurement,7,Master's & above,m,sourcing,1,53,1,2,0,0,72,0
45752,Technology,26,Bachelor's,f,other,1,29,1,2,0,0,81,0
45753,Operations,29,Master's & above,m,other,2,34,3,3,0,0,57,0
45754,Procurement,2,Bachelor's,m,sourcing,1,51,5,7,1,0,68,0
45755,HR,13,Bachelor's,m,sourcing,1,32,4,3,0,0,48,0
45756,Legal,7,Bachelor's,m,sourcing,1,48,3,16,0,0,58,0
45757,Finance,28,Master's & above,m,sourcing,2,35,3,7,0,1,72,1
45758,Sales & Marketing,25,Bachelor's,m,other,1,30,3,2,1,0,52,1
45759,Sales & Marketing,15,Bachelor's,m,sourcing,1,29,5,2,1,0,57,0
45760,Operations,7,Bachelor's,m,other,1,26,5,5,1,0,59,0
45761,Operations,7,Master's & above,m,sourcing,1,49,5,9,1,0,95,1
45762,Sales & Marketing,22,Bachelor's,m,sourcing,2,25,2,4,0,0,49,0
45763,Sales & Marketing,13,Bachelor's,m,sourcing,1,49,5,16,1,0,44,0
45764,Operations,29,Bachelor's,m,other,1,28,4,2,1,0,58,0
45765,Sales & Marketing,31,Bachelor's,m,sourcing,1,28,3,5,0,0,51,0
45766,Finance,2,Bachelor's,m,sourcing,2,33,4,5,0,0,60,0
45767,Sales & Marketing,29,Bachelor's,f,sourcing,1,27,4,3,0,0,49,0
45768,Operations,2,Bachelor's,m,other,1,30,3,5,0,0,60,0
45769,Sales & Marketing,13,Bachelor's,m,other,1,27,3,3,0,0,47,0
45770,Sales & Marketing,2,Bachelor's,m,other,3,32,5,5,0,0,47,0
45771,Finance,2,Bachelor's,m,other,2,46,3,19,0,0,53,0
45772,Finance,4,Master's & above,f,sourcing,1,33,3,5,1,0,61,0
45773,Operations,2,Bachelor's,m,sourcing,2,44,5,16,0,0,73,1
45774,Procurement,22,Bachelor's,m,sourcing,4,31,4,8,0,0,73,0
45775,Analytics,27,Bachelor's,m,other,2,40,4,8,0,0,81,0
45776,HR,2,Master's & above,f,sourcing,1,53,3,18,1,0,46,0
45777,Sales & Marketing,14,Bachelor's,m,other,1,42,2,14,0,0,46,0
45778,Procurement,2,Bachelor's,m,other,1,45,4,15,0,0,71,0
45779,Procurement,27,Bachelor's,f,sourcing,1,26,1,4,0,0,65,0
45780,Operations,2,Master's & above,m,other,1,38,3,6,1,0,56,1
45781,Procurement,26,Bachelor's,f,other,1,36,5,10,1,0,75,1
45782,Technology,32,Bachelor's,m,other,1,30,1,4,1,0,82,0
45783,Sales & Marketing,15,Bachelor's,m,sourcing,1,41,3,5,0,0,51,0
45784,Sales & Marketing,7,Bachelor's,f,other,1,42,3,5,0,0,51,0
45785,Procurement,4,Master's & above,m,sourcing,2,39,3,4,0,0,72,0
45786,Operations,4,Bachelor's,m,sourcing,1,41,5,5,1,0,61,1
45787,Technology,33,Master's & above,m,sourcing,1,34,3,4,0,0,79,0
45788,Sales & Marketing,16,Bachelor's,m,other,1,48,3,3,0,0,55,0
45789,Procurement,13,Bachelor's,f,other,1,30,4,2,1,0,70,0
45790,Analytics,25,Master's & above,m,sourcing,1,35,4,4,1,0,84,0
45791,Legal,2,Bachelor's,m,sourcing,3,54,2,19,0,0,60,0
45792,Analytics,22,Bachelor's,m,sourcing,2,33,5,3,1,0,87,0
45793,Procurement,10,Bachelor's,m,other,1,30,4,6,1,0,75,0
45794,Procurement,23,Bachelor's,m,sourcing,1,36,4,7,0,0,66,0
45795,Procurement,23,Master's & above,m,other,3,38,3,13,0,0,67,0
45796,Analytics,22,Bachelor's,m,sourcing,1,33,4,4,0,0,88,0
45797,Analytics,25,Bachelor's,m,other,1,30,5,3,1,0,84,0
45798,Procurement,24,Master's & above,f,other,1,31,3,3,0,0,68,0
45799,Operations,7,Master's & above,f,other,2,41,4,16,1,0,58,0
45800,Sales & Marketing,22,Bachelor's,m,other,1,30,4,4,0,0,47,0
45801,Procurement,22,Bachelor's,m,sourcing,1,28,3,4,0,0,69,0
45802,Sales & Marketing,2,Bachelor's,m,sourcing,2,31,4,4,0,0,46,0
45803,Technology,7,Bachelor's,m,sourcing,2,39,3,5,1,0,78,0
45804,HR,2,Master's & above,m,other,1,49,5,18,1,0,51,0
45805,Sales & Marketing,19,Bachelor's,m,other,1,31,5,3,0,0,50,0
45806,HR,8,Bachelor's,f,sourcing,2,26,4,3,0,0,50,0
45807,Sales & Marketing,32,Bachelor's,m,sourcing,1,31,5,2,1,0,44,0
45808,Technology,2,Bachelor's,m,other,3,53,3,22,0,0,75,0
45809,Operations,2,Bachelor's,m,sourcing,1,51,3,20,0,0,58,0
45810,Sales & Marketing,11,Bachelor's,m,other,1,40,5,11,0,0,50,0
45811,Procurement,10,Master's & above,m,sourcing,1,33,1,3,0,0,71,0
45812,Sales & Marketing,2,Bachelor's,m,sourcing,1,43,3,7,1,0,48,0
45813,Operations,2,Master's & above,m,other,2,34,3,7,1,0,58,0
45814,HR,7,Bachelor's,m,other,1,31,5,4,0,0,47,0
45815,Sales & Marketing,2,Bachelor's,m,other,2,40,3,3,1,0,51,0
45816,Sales & Marketing,26,Bachelor's,f,sourcing,1,25,3,2,0,0,52,0
45817,Operations,2,Master's & above,f,sourcing,1,40,4,2,1,0,62,1
45818,Sales & Marketing,22,Bachelor's,m,sourcing,2,36,3,7,0,0,49,0
45819,Operations,21,Bachelor's,m,other,1,31,4,6,0,0,63,0
45820,Operations,19,Bachelor's,f,sourcing,1,39,5,7,0,0,60,0
45821,R&D,11,Master's & above,m,other,1,29,1,2,0,0,84,0
45822,Technology,7,Master's & above,m,sourcing,1,44,4,3,0,0,79,0
45823,Operations,8,Master's & above,m,sourcing,1,37,3,8,0,0,61,0
45824,Procurement,13,Master's & above,m,other,1,37,1,7,0,0,72,0
45825,Operations,15,Bachelor's,f,sourcing,1,39,5,6,1,0,57,0
45826,Sales & Marketing,10,Master's & above,m,sourcing,1,34,5,4,1,0,51,0
45827,R&D,7,Master's & above,m,sourcing,1,32,4,5,0,0,85,0
45828,Technology,7,Below Secondary,m,sourcing,1,25,5,2,1,0,77,0
45829,Procurement,4,Master's & above,f,sourcing,1,37,3,2,1,0,75,0
45830,R&D,22,Master's & above,m,sourcing,1,35,3,5,1,0,87,0
45831,Operations,2,Master's & above,m,sourcing,1,45,5,13,0,0,60,0
45832,Procurement,13,Master's & above,m,sourcing,1,34,3,6,0,0,67,0
45833,Sales & Marketing,9,Bachelor's,m,sourcing,1,31,1,4,0,0,54,0
45834,Analytics,6,Bachelor's,m,other,1,34,2,7,1,0,87,1
45835,Sales & Marketing,28,Master's & above,m,sourcing,1,39,4,8,1,0,47,0
45836,Sales & Marketing,19,Bachelor's,m,other,1,36,2,8,0,0,50,0
45837,Procurement,2,Master's & above,m,sourcing,1,46,4,12,1,0,69,0
45838,R&D,26,Master's & above,m,referred,1,29,3,2,0,0,89,0
45839,Technology,14,Bachelor's,f,sourcing,1,53,3,5,0,0,82,0
45840,Sales & Marketing,2,Bachelor's,m,sourcing,1,37,5,8,1,0,48,0
45841,Technology,2,Bachelor's,f,sourcing,1,37,5,10,0,0,79,0
45842,Operations,22,Bachelor's,f,sourcing,1,24,2,2,1,0,56,0
45843,Operations,26,Bachelor's,m,sourcing,1,27,3,5,0,0,57,0
45844,Procurement,24,Bachelor's,m,other,1,34,2,6,1,0,66,0
45845,Operations,22,Bachelor's,m,other,1,33,3,9,0,0,69,1
45846,Operations,15,Master's & above,m,other,2,39,2,8,0,0,59,0
45847,Technology,2,Bachelor's,m,referred,1,28,3,6,0,0,82,0
45848,Analytics,2,Bachelor's,m,sourcing,2,31,5,6,1,0,88,0
45849,Finance,28,Bachelor's,m,sourcing,2,29,5,3,1,0,56,1
45850,Sales & Marketing,8,Bachelor's,m,other,1,26,3,3,0,0,48,0
45851,Procurement,27,Bachelor's,f,other,1,28,3,4,0,0,66,0
45852,Procurement,31,Bachelor's,m,other,1,31,4,4,0,0,71,0
45853,Procurement,2,Master's & above,f,other,1,49,5,19,0,0,72,0
45854,Analytics,28,Master's & above,m,other,1,30,2,2,1,0,83,0
45855,Finance,2,Below Secondary,m,other,3,22,3,2,1,0,62,0
45856,Operations,15,Bachelor's,f,sourcing,1,33,5,4,1,0,56,0
45857,Operations,4,Bachelor's,m,sourcing,1,29,3,6,0,0,58,0
45858,Procurement,2,Bachelor's,f,other,1,40,2,4,0,0,69,0
45859,Analytics,2,Bachelor's,m,other,1,23,1,2,0,0,83,0
45860,Operations,30,Bachelor's,m,other,1,33,4,3,0,0,58,0
45861,Sales & Marketing,3,Bachelor's,m,other,1,39,3,8,0,0,52,0
45862,Sales & Marketing,2,Master's & above,m,other,1,59,1,19,0,0,49,0
45863,Procurement,22,Bachelor's,m,sourcing,1,29,4,2,0,0,70,0
45864,Sales & Marketing,2,Master's & above,f,other,1,38,5,9,1,0,51,0
45865,HR,2,Master's & above,m,other,1,37,2,12,0,0,48,0
45866,Technology,2,Bachelor's,m,other,1,30,3,3,1,0,79,0
45867,Sales & Marketing,2,Master's & above,m,sourcing,1,35,3,6,1,1,50,1
45868,Operations,12,Bachelor's,f,other,1,31,4,4,1,0,64,0
45869,R&D,4,Master's & above,m,other,1,42,4,8,1,0,85,1
45870,Sales & Marketing,16,Bachelor's,f,other,1,37,1,8,0,0,48,0
45871,Operations,22,Bachelor's,m,other,1,37,1,8,0,0,58,0
45872,Procurement,22,Bachelor's,f,other,1,31,4,7,1,0,71,0
45873,Operations,32,Bachelor's,m,sourcing,1,31,3,9,0,0,59,0
45874,Analytics,20,Bachelor's,f,sourcing,1,28,3,2,1,0,81,0
45875,Operations,26,Bachelor's,m,other,1,31,3,6,0,0,60,0
45876,Procurement,22,Bachelor's,m,other,4,29,3,2,0,0,66,0
45877,Procurement,2,Bachelor's,m,other,1,48,5,7,1,0,75,0
45878,Operations,2,Master's & above,f,other,1,33,1,7,0,0,60,0
45879,Operations,22,Master's & above,m,other,1,36,5,7,0,0,62,0
45880,HR,15,Bachelor's,m,other,1,35,3,3,0,0,51,0
45881,Legal,26,Bachelor's,m,sourcing,1,29,5,2,1,0,61,0
45882,Operations,8,Bachelor's,f,sourcing,1,26,2,3,1,0,61,0
45883,Procurement,23,Master's & above,f,sourcing,1,34,3,7,0,0,70,0
45884,Analytics,30,Bachelor's,m,sourcing,1,32,1,2,0,0,82,0
45885,Operations,22,Bachelor's,f,other,1,34,4,5,1,0,58,0
45886,Technology,26,Bachelor's,m,sourcing,1,39,1,3,0,0,79,0
45887,Procurement,2,Master's & above,f,referred,1,33,5,3,1,0,74,0
45888,R&D,15,Master's & above,m,other,1,34,5,3,1,0,85,0
45889,Operations,22,Bachelor's,f,other,3,29,5,4,1,0,60,0
45890,R&D,7,Master's & above,m,sourcing,1,34,3,3,0,0,83,0
45891,Analytics,22,Master's & above,m,sourcing,1,53,4,6,0,0,85,0
45892,Operations,31,Bachelor's,m,other,1,30,3,4,1,1,64,0
45893,Procurement,2,Master's & above,m,sourcing,1,52,4,12,0,0,70,0
45894,Analytics,2,Bachelor's,m,sourcing,1,59,1,26,0,0,84,0
45895,Operations,2,Bachelor's,m,sourcing,1,23,3,2,1,0,64,0
45896,Sales & Marketing,2,Bachelor's,m,other,1,52,5,5,0,1,67,1
45897,HR,2,Master's & above,f,referred,1,37,3,8,0,0,46,0
45898,Sales & Marketing,2,Bachelor's,f,sourcing,1,35,1,3,0,0,53,0
45899,HR,2,Master's & above,m,referred,1,38,5,10,0,0,50,0
45900,Sales & Marketing,21,Bachelor's,m,sourcing,1,29,3,3,0,0,52,0
45901,Sales & Marketing,4,Master's & above,m,sourcing,1,31,3,2,0,0,63,1
45902,Analytics,22,Bachelor's,m,sourcing,3,26,3,2,1,0,84,0
45903,Finance,19,Bachelor's,m,sourcing,2,33,2,9,0,0,60,0
45904,Operations,7,Bachelor's,f,other,1,42,5,15,1,0,59,0
45905,Technology,31,Master's & above,f,sourcing,1,33,2,5,1,0,78,0
45906,Sales & Marketing,25,Master's & above,m,other,1,34,3,7,0,0,55,0
45907,Operations,15,Master's & above,m,other,1,34,3,7,0,0,61,0
45908,Sales & Marketing,1,Bachelor's,m,other,1,32,3,10,0,0,57,0
45909,Operations,23,Master's & above,f,other,2,40,3,8,0,0,57,0
45910,Sales & Marketing,11,Master's & above,m,other,1,31,3,4,0,0,53,0
45911,Sales & Marketing,3,Bachelor's,m,other,1,31,2,7,0,0,63,1
45912,Sales & Marketing,25,Bachelor's,m,other,1,31,1,5,0,0,45,0
45913,HR,2,Master's & above,f,sourcing,1,46,1,7,0,0,52,0
45914,Operations,3,Bachelor's,f,other,1,31,4,7,0,0,61,0
45915,Operations,6,Bachelor's,m,other,1,30,4,5,0,0,58,0
45916,Legal,2,Bachelor's,m,sourcing,1,26,5,3,1,0,57,0
45917,Operations,13,Bachelor's,f,sourcing,1,33,3,6,0,0,63,0
45918,Technology,7,Bachelor's,m,other,1,35,5,8,1,0,76,0
45919,Operations,13,Master's & above,m,other,1,38,5,2,1,0,62,0
45920,Analytics,2,Bachelor's,m,sourcing,2,28,2,4,0,0,82,0
45921,Operations,26,Bachelor's,m,other,1,30,5,7,0,0,65,1
45922,HR,2,Master's & above,f,other,1,43,3,6,0,0,49,0
45923,Procurement,2,Bachelor's,m,other,2,34,3,4,0,0,70,0
45924,Sales & Marketing,13,Bachelor's,m,other,1,46,4,15,0,0,49,0
45925,Operations,15,Bachelor's,m,other,1,35,3,7,0,0,60,0
45926,Analytics,32,Bachelor's,m,other,2,34,3,4,0,0,82,0
45927,Operations,32,Bachelor's,m,sourcing,1,31,5,6,0,0,58,0
45928,Operations,15,Master's & above,m,other,2,46,5,7,1,0,58,0
45929,Operations,22,Master's & above,f,other,1,38,5,5,0,0,65,0
45930,Sales & Marketing,2,Master's & above,f,other,1,45,5,17,1,0,57,0
45931,Operations,2,Master's & above,f,sourcing,1,38,5,10,1,0,59,1
45932,Sales & Marketing,6,Bachelor's,m,sourcing,1,36,3,5,0,0,52,0
45933,Operations,2,Bachelor's,m,other,1,43,3,4,0,0,56,0
45934,Analytics,2,Bachelor's,m,sourcing,1,45,3,5,1,0,90,0
45935,Sales & Marketing,1,Bachelor's,m,other,1,31,4,2,0,0,46,0
45936,Sales & Marketing,7,Bachelor's,m,sourcing,1,30,3,2,0,0,51,0
45937,Operations,4,Bachelor's,m,other,1,32,4,4,0,0,58,0
45938,Analytics,2,Master's & above,f,sourcing,1,33,4,9,0,0,86,0
45939,Technology,23,Master's & above,m,other,1,38,4,8,0,0,82,0
45940,Analytics,2,Bachelor's,m,sourcing,1,53,3,15,0,0,86,0
45941,Technology,17,Bachelor's,m,other,1,31,3,3,1,0,81,1
45942,Operations,26,Bachelor's,m,sourcing,1,37,3,10,0,0,58,0
45943,Sales & Marketing,18,Bachelor's,m,other,1,38,3,10,0,0,54,0
45944,Sales & Marketing,2,Bachelor's,m,other,1,45,4,17,0,0,46,0
45945,Sales & Marketing,2,Bachelor's,m,sourcing,1,37,5,11,1,0,51,0
45946,Technology,26,Bachelor's,m,other,1,34,1,6,0,0,79,0
45947,Operations,22,Bachelor's,f,sourcing,1,50,4,21,0,0,59,0
45948,Technology,2,Bachelor's,f,other,2,27,4,2,0,0,81,0
45949,Analytics,13,Bachelor's,m,other,1,33,5,8,1,0,87,0
45950,Operations,26,Bachelor's,f,sourcing,1,41,2,5,1,0,62,0
45951,R&D,26,Master's & above,m,other,1,34,5,4,1,0,87,0
45952,Analytics,29,Bachelor's,m,sourcing,1,37,3,8,0,0,85,0
45953,HR,20,Bachelor's,m,other,1,38,5,7,1,0,49,0
45954,Sales & Marketing,5,Bachelor's,m,sourcing,2,30,3,3,0,0,52,0
45955,Analytics,22,Bachelor's,m,sourcing,1,39,5,12,0,0,86,0
45956,Technology,6,Bachelor's,m,other,1,34,4,5,0,0,76,0
45957,Procurement,7,Master's & above,m,other,2,31,3,3,1,0,73,0
45958,Technology,7,Master's & above,m,other,1,35,5,7,0,0,80,0
45959,Sales & Marketing,7,Bachelor's,m,sourcing,1,33,3,5,1,0,49,0
45960,Operations,22,Master's & above,m,sourcing,1,42,2,15,0,0,61,0
45961,Operations,2,Bachelor's,m,other,1,26,2,3,0,0,58,0
45962,Operations,15,Master's & above,m,other,1,38,5,10,1,0,52,0
45963,Sales & Marketing,2,Bachelor's,m,sourcing,1,59,1,6,0,0,47,0
45964,Sales & Marketing,22,Bachelor's,f,other,1,28,2,2,1,0,48,0
45965,Analytics,2,Bachelor's,m,other,3,32,5,5,0,0,81,0
45966,Procurement,30,Bachelor's,m,other,1,31,5,3,1,1,64,0
45967,Sales & Marketing,23,Master's & above,m,sourcing,2,31,1,5,0,0,51,0
45968,Analytics,7,Bachelor's,m,sourcing,1,37,5,3,0,0,83,0
45969,Analytics,31,Bachelor's,m,sourcing,1,28,4,2,1,0,86,0
45970,Procurement,2,Master's & above,m,sourcing,1,46,5,17,1,0,69,0
45971,Operations,7,Master's & above,f,sourcing,1,50,4,20,0,0,57,0
45972,HR,7,Master's & above,f,other,1,37,3,9,0,0,48,0
45973,Procurement,2,Master's & above,m,sourcing,1,42,1,4,0,0,70,0
45974,Procurement,2,Bachelor's,m,sourcing,1,36,4,3,0,0,68,0
45975,HR,13,Bachelor's,f,sourcing,1,28,5,2,0,0,53,0
45976,Procurement,16,Bachelor's,m,other,1,56,5,3,1,0,70,0
45977,Procurement,22,Master's & above,m,other,1,34,3,7,0,0,70,0
45978,Sales & Marketing,22,Bachelor's,m,referred,1,30,5,2,0,0,46,0
45979,Sales & Marketing,28,Master's & above,f,sourcing,1,37,3,7,0,0,48,0
45980,Sales & Marketing,2,Bachelor's,m,other,1,23,4,2,1,0,48,1
45981,Sales & Marketing,27,Bachelor's,m,other,1,33,3,8,1,0,57,0
45982,Sales & Marketing,22,Bachelor's,m,other,1,33,3,7,0,0,48,0
45983,Sales & Marketing,2,Master's & above,m,other,1,35,4,6,0,0,53,0
45984,Analytics,28,Bachelor's,m,other,1,29,3,2,1,0,87,0
45985,Legal,2,Bachelor's,m,sourcing,1,30,3,2,0,0,63,0
45986,Operations,11,Master's & above,m,sourcing,2,44,4,5,1,0,62,0
45987,Sales & Marketing,20,Bachelor's,m,sourcing,1,37,3,3,0,0,47,0
45988,Sales & Marketing,24,Bachelor's,m,other,1,27,1,4,0,0,52,0
45989,Procurement,3,Bachelor's,m,sourcing,1,29,4,4,0,0,68,0
45990,Operations,32,Master's & above,f,other,1,37,4,9,0,0,58,0
45991,Procurement,2,Bachelor's,m,other,1,33,2,3,1,0,69,0
45992,Operations,23,Bachelor's,f,other,1,30,3,4,0,0,60,0
45993,Sales & Marketing,15,Bachelor's,m,other,1,39,2,8,0,0,50,0
45994,Operations,5,Bachelor's,m,other,1,29,4,5,1,0,63,0
45995,Operations,15,Bachelor's,m,other,1,33,5,3,0,0,93,1
45996,Finance,13,Master's & above,m,sourcing,1,36,5,6,1,0,58,0
45997,Technology,20,Bachelor's,m,sourcing,1,31,5,6,1,0,78,0
45998,Sales & Marketing,26,Bachelor's,m,sourcing,1,40,4,12,0,0,48,0
45999,Procurement,8,Master's & above,f,other,1,35,3,8,1,0,71,1
46000,Operations,7,Bachelor's,m,sourcing,1,38,4,7,0,0,59,0
46001,Operations,30,Bachelor's,f,other,1,29,3,2,1,0,56,0
46002,Analytics,22,Bachelor's,m,other,2,28,4,2,0,0,85,0
46003,Analytics,4,Bachelor's,m,sourcing,2,36,3,9,1,0,86,0
46004,Analytics,22,Bachelor's,m,referred,2,28,5,3,1,0,83,0
46005,Operations,2,Bachelor's,f,other,1,41,5,7,1,0,61,0
46006,Sales & Marketing,8,Bachelor's,m,sourcing,1,34,4,4,0,0,54,0
46007,Procurement,31,Master's & above,m,sourcing,2,35,4,5,1,0,71,0
46008,Analytics,2,Bachelor's,m,other,1,43,3,16,0,0,87,0
46009,Sales & Marketing,2,Master's & above,m,other,1,42,5,7,0,0,56,0
46010,Technology,2,Bachelor's,m,sourcing,1,34,4,8,0,0,78,0
46011,Operations,29,Bachelor's,f,sourcing,1,36,3,9,0,0,59,0
46012,HR,22,Bachelor's,m,sourcing,1,30,3,3,0,0,52,0
46013,Sales & Marketing,22,Master's & above,f,other,1,33,5,3,1,0,50,0
46014,Analytics,6,Bachelor's,m,sourcing,1,33,3,8,0,0,84,0
46015,Sales & Marketing,3,Bachelor's,m,other,1,29,3,2,0,0,50,0
46016,Operations,7,Master's & above,f,other,1,56,4,6,0,0,63,0
46017,Operations,2,Bachelor's,f,sourcing,1,45,4,16,0,0,56,0
46018,HR,23,Bachelor's,m,other,2,32,3,2,0,0,43,0
46019,Analytics,28,Bachelor's,m,sourcing,2,33,5,4,1,0,86,0
46020,Sales & Marketing,2,Bachelor's,m,referred,1,42,5,5,1,0,44,0
46021,Sales & Marketing,11,Bachelor's,m,other,1,33,2,8,0,0,48,0
46022,Operations,26,Bachelor's,m,sourcing,1,37,3,4,0,0,58,0
46023,Technology,2,Master's & above,m,sourcing,1,58,5,16,1,0,85,0
46024,Sales & Marketing,4,Master's & above,m,other,1,42,3,5,0,0,50,0
46025,Technology,31,Bachelor's,m,sourcing,3,24,3,3,1,0,80,0
46026,Procurement,22,Bachelor's,f,other,1,29,3,8,0,0,67,0
46027,Sales & Marketing,13,Master's & above,f,other,1,34,3,2,0,0,47,0
46028,Sales & Marketing,29,Bachelor's,m,sourcing,2,34,1,7,0,0,50,0
46029,Operations,22,Bachelor's,m,sourcing,1,36,5,10,1,0,64,0
46030,Finance,2,Bachelor's,m,referred,2,28,5,2,0,0,61,0
46031,Operations,7,Master's & above,f,other,1,51,5,6,1,0,65,0
46032,Sales & Marketing,15,Bachelor's,m,other,1,45,4,5,1,0,47,0
46033,Procurement,27,Master's & above,m,other,1,43,3,12,0,0,66,0
46034,Operations,15,Master's & above,f,sourcing,1,42,3,7,0,0,64,0
46035,Analytics,15,Master's & above,m,other,1,33,1,3,0,0,89,0
46036,Operations,27,Bachelor's,m,sourcing,1,28,3,4,1,0,59,0
46037,Procurement,34,Bachelor's,m,other,1,27,1,3,0,0,68,0
46038,Legal,2,Bachelor's,m,sourcing,2,42,5,9,0,0,61,0
46039,HR,7,Below Secondary,f,sourcing,1,24,3,2,0,0,49,0
46040,Finance,13,Master's & above,m,other,2,35,5,2,0,0,98,1
46041,Finance,13,Bachelor's,f,other,1,29,3,7,0,0,62,0
46042,Analytics,22,Master's & above,m,other,1,35,2,7,0,0,82,0
46043,Analytics,22,Master's & above,m,sourcing,1,41,5,5,0,0,84,0
46044,R&D,22,Master's & above,f,other,2,29,3,2,1,0,81,0
46045,Technology,2,Bachelor's,m,sourcing,1,47,1,6,0,0,80,0
46046,Sales & Marketing,31,Bachelor's,m,sourcing,1,33,2,3,0,0,47,0
46047,Sales & Marketing,2,Master's & above,m,other,2,50,2,4,0,0,57,0
46048,HR,22,Below Secondary,f,sourcing,1,24,5,2,0,0,46,0
46049,Sales & Marketing,27,Bachelor's,m,other,2,27,2,3,0,0,50,0
46050,R&D,26,Bachelor's,m,sourcing,1,30,3,3,0,0,83,0
46051,R&D,2,Bachelor's,m,other,2,40,3,4,1,0,90,0
46052,Analytics,4,Master's & above,m,other,2,36,4,7,0,0,86,0
46053,Operations,4,Bachelor's,m,other,1,45,3,16,0,0,55,0
46054,Procurement,2,Bachelor's,m,sourcing,1,49,5,7,1,0,68,0
46055,Procurement,31,Master's & above,m,other,1,32,3,3,0,0,70,0
46056,Sales & Marketing,31,Bachelor's,f,sourcing,1,32,1,5,1,1,48,0
46057,Sales & Marketing,26,Bachelor's,m,other,1,39,1,3,1,0,50,0
46058,Operations,22,Bachelor's,m,sourcing,1,46,3,2,0,0,62,0
46059,Sales & Marketing,10,Bachelor's,m,other,1,33,5,3,1,0,51,0
46060,Sales & Marketing,31,Bachelor's,f,other,1,27,1,2,0,0,50,0
46061,Sales & Marketing,7,Bachelor's,m,other,2,35,3,3,1,0,48,0
46062,Technology,2,Master's & above,f,sourcing,1,47,3,6,0,0,79,0
46063,Sales & Marketing,13,Bachelor's,m,other,1,36,5,11,1,0,52,0
46064,Procurement,15,Master's & above,f,other,1,55,5,4,1,0,74,1
46065,Operations,16,Bachelor's,m,other,1,36,3,9,0,0,58,0
46066,Finance,26,Master's & above,m,other,1,35,5,10,0,0,70,1
46067,Sales & Marketing,19,Bachelor's,m,sourcing,1,30,4,7,0,0,52,0
46068,Sales & Marketing,27,Bachelor's,m,other,1,24,2,2,1,0,51,0
46069,Sales & Marketing,31,Master's & above,m,other,1,37,3,4,1,0,49,0
46070,Sales & Marketing,4,Master's & above,m,other,1,50,5,22,0,0,49,0
46071,Sales & Marketing,13,Bachelor's,m,other,1,52,2,3,0,0,52,0
46072,Technology,13,Bachelor's,f,sourcing,1,33,5,3,1,0,80,1
46073,Procurement,16,Bachelor's,f,other,1,37,5,5,0,0,77,1
46074,Sales & Marketing,13,Bachelor's,m,other,1,34,3,6,0,1,49,0
46075,Procurement,11,Bachelor's,f,sourcing,1,34,5,9,1,0,71,0
46076,Operations,32,Bachelor's,m,sourcing,1,30,3,5,1,1,56,1
46077,Sales & Marketing,7,Bachelor's,m,sourcing,1,42,2,7,0,0,45,0
46078,HR,2,Bachelor's,f,sourcing,1,31,3,3,0,0,49,0
46079,Finance,2,Bachelor's,m,other,2,39,3,3,0,0,59,0
46080,Sales & Marketing,19,Bachelor's,m,other,2,35,1,8,0,0,54,0
46081,Sales & Marketing,13,Master's & above,m,other,1,45,2,7,0,0,52,0
46082,Sales & Marketing,22,Bachelor's,m,other,1,55,2,7,0,0,48,0
46083,Technology,5,Bachelor's,m,sourcing,1,30,4,2,0,0,82,0
46084,Finance,2,Bachelor's,f,other,1,36,3,9,0,0,56,0
46085,Operations,30,Bachelor's,f,sourcing,1,35,4,5,1,0,58,0
46086,Operations,26,Bachelor's,m,sourcing,2,32,3,3,1,0,59,0
46087,Procurement,17,Master's & above,f,other,1,33,5,7,1,0,67,0
46088,Sales & Marketing,25,Bachelor's,m,other,1,31,4,6,0,0,58,1
46089,Finance,15,Bachelor's,m,other,1,35,3,6,1,0,64,0
46090,Sales & Marketing,2,Bachelor's,m,sourcing,1,33,1,5,0,0,62,1
46091,Sales & Marketing,4,Master's & above,m,other,2,50,1,19,0,0,46,0
46092,Operations,2,Bachelor's,f,other,2,38,5,10,1,0,61,0
46093,Procurement,5,Bachelor's,m,sourcing,1,28,1,4,0,0,72,0
46094,Sales & Marketing,15,Bachelor's,f,sourcing,1,30,1,3,0,0,49,0
46095,Operations,26,Bachelor's,m,sourcing,1,36,5,9,1,0,56,0
46096,Analytics,2,Master's & above,m,other,1,54,3,5,0,0,86,0
46097,Technology,22,Bachelor's,f,other,1,29,4,4,1,0,86,0
46098,Procurement,13,Bachelor's,m,sourcing,1,30,3,7,0,0,69,0
46099,Technology,7,Bachelor's,f,sourcing,1,36,5,8,1,0,77,0
46100,Operations,33,Master's & above,m,other,1,40,4,4,0,0,62,0
